currentState,packetSize,interArrivalTime
online video games,[72.62290407],[0.00083864]
online video games,[114.9916879],[0.001516]
online video games,[113.61013055],[0.00031366]
online video games,[114.84723203],[0.00022356]
online video games,[117.32313856],[0.01371104]
online video games,[46.98658575],[0.00470579]
online video games,[125.48656197],[0.0046664]
online video games,[125.51538841],[0.00092386]
online video games,[137.75557479],[0.03475299]
online video games,[120.54053424],[0.0038185]
online video games,[110.74015495],[0.00030954]
online video games,[115.7950561],[0.00010537]
online video games,[101.70368976],[0.02721425]
online video games,[103.09769282],[0.00340705]
online video games,[97.7967033],[0.01700799]
online video games,[84.66011321],[0.00480687]
online video games,[127.80921517],[0.00034725]
online video games,[172.54309213],[0.01458868]
online video games,[595.56924952],[0.00385643]
online video games,[206.3232606],[0.03435392]
online video games,[74.42625386],[0.00808458]
online video games,[117.53800475],[0.01297485]
online video games,[57.17582177],[0.02119363]
online video games,[134.93296559],[0.00864943]
online video games,[168.3432641],[0.00211403]
online video games,[112.19467485],[0.00863716]
online video games,[114.71188065],[4.19760646e-05]
online video games,[118.11205848],[0.00611564]
online video games,[114.37936752],[0.01917655]
online video games,[115.11187283],[0.0001025]
online video games,[86.21919069],[0.00393384]
online video games,[138.22182278],[0.00316293]
online video games,[116.04843785],[0.00776573]
online video games,[67.49796503],[0.00411598]
online video games,[133.93694466],[0.01104807]
online video games,[78.80202842],[0.00062828]
online video games,[420.4270584],[0.00147291]
online video games,[108.46075846],[0.00380962]
online video games,[118.03725185],[0.00210538]
online video games,[79.06001521],[0.00484948]
online video games,[66.32022759],[0.00481298]
online video games,[114.77742063],[0.00147773]
online video games,[118.85488278],[0.00487811]
online video games,[85.76485598],[0.02096134]
online video games,[103.03714228],[0.00217635]
online video games,[105.64933488],[0.00198544]
online video games,[111.23800014],[0.00984656]
online video games,[489.273301],[0.00774967]
online video games,[120.57171119],[0.00255295]
online video games,[108.40328725],[0.03635304]
online video games,[669.99068997],[0.01315597]
online video games,[115.78589258],[0.00451363]
online video games,[116.94668898],[0.01331771]
online video games,[114.64791337],[0.02981989]
online video games,[105.91929533],[0.00323421]
online video games,[156.34359824],[0.00598782]
online video games,[76.49468079],[0.00097127]
online video games,[115.60787702],[0.00923096]
online video games,[106.84548326],[0.00054082]
online video games,[114.75494353],[0.03793293]
online video games,[93.19568213],[0.01247661]
online video games,[128.09533182],[0.01484935]
online video games,[128.40367104],[0.00928379]
online video games,[117.07914802],[0.04297037]
online video games,[97.81771437],[0.0084598]
online video games,[114.49682981],[0.00623481]
online video games,[116.96454867],[0.01341989]
online video games,[109.24721831],[0.00272787]
online video games,[108.0418628],[0.0035995]
online video games,[137.38314027],[0.01509462]
online video games,[113.72116125],[0.00462269]
online video games,[110.92456756],[0.00923009]
video streaming,[1272.36782901],[4.71619544]
video streaming,[1192.05636353],[4.91825603]
video streaming,[1284.23318395],[9.74439552]
video streaming,[1300.2673676],[24.73573702]
video streaming,[1285.15065103],[20.18160217]
video streaming,[1288.12758515],[24.03629651]
online video games,[116.37866183],[0.02943478]
online video games,[115.0354279],[0.01058982]
online video games,[132.31235879],[0.00174505]
online video games,[141.99547712],[0.00387677]
online video games,[70.0282874],[0.00683665]
online video games,[121.6492217],[0.00954124]
online video games,[182.52939094],[0.00405761]
online video games,[369.2999599],[0.01199905]
online video games,[117.17714501],[0.00132671]
online video games,[114.83092783],[0.0079762]
online video games,[84.83294801],[0.00034264]
online video games,[82.41646177],[0.00090117]
online video games,[119.56553844],[0.01011261]
online video games,[98.83471631],[0.00044477]
online video games,[83.21626659],[0.01043129]
online video games,[120.61243537],[0.00664814]
online video games,[66.17084912],[0.01363644]
online video games,[193.87574245],[0.00039227]
online video games,[108.90230475],[0.03408947]
online video games,[166.4132295],[0.0225523]
online video games,[122.33965579],[0.00891013]
online video games,[163.19400088],[0.00198366]
online video games,[99.54619295],[0.02611134]
online video games,[114.97344548],[0.01691914]
online video games,[121.05705969],[0.00075634]
online video games,[109.01380057],[0.00500531]
online video games,[577.00333374],[0.00327918]
online video games,[141.30868018],[0.0178251]
online video games,[125.22665314],[0.00104756]
online video games,[149.36948272],[0.00232537]
online video games,[176.47606684],[0.02096989]
online video games,[126.75389083],[0.00134019]
online video games,[128.1513622],[0.01427198]
online video games,[115.6814084],[0.00212614]
online video games,[124.89332037],[0.02500824]
online video games,[112.34395126],[0.01759635]
online video games,[196.78295794],[0.00087437]
online video games,[115.46450298],[0.00865229]
online video games,[135.77058759],[0.00125231]
online video games,[112.14665977],[0.00353304]
online video games,[116.1704079],[0.00523757]
online video games,[565.96858995],[0.00988932]
online video games,[70.5347153],[0.01415311]
online video games,[128.48965961],[0.0046849]
online video games,[287.0281813],[0.00553264]
online video games,[115.06553171],[0.00016318]
online video games,[107.29661463],[0.01749004]
online video games,[64.00827096],[0.00622161]
online video games,[109.20501362],[0.01049042]
online video games,[311.26358137],[9.10057749e-05]
online video games,[79.96780692],[0.00155808]
online video games,[114.93220498],[0.00643757]
online video games,[120.64881441],[0.01881771]
online video games,[736.33310702],[0.01939771]
online video games,[114.47723439],[0.00285228]
online video games,[161.90215511],[0.00476849]
online video games,[98.52660419],[0.00037425]
online video games,[588.03301767],[0.00109046]
online video games,[50.86347604],[0.02106999]
online video games,[120.99921003],[0.00121118]
online video games,[148.87771247],[0.02176855]
online video games,[133.28369923],[0.00951837]
online video games,[115.04606432],[0.00912622]
online video games,[115.6943461],[0.00840799]
online video games,[129.45685035],[0.00494068]
online video games,[110.69713617],[0.02066522]
online video games,[104.4630753],[0.00955793]
online video games,[93.21957852],[0.00010191]
online video games,[348.32110101],[0.0006656]
online video games,[127.49319029],[0.00014433]
online video games,[101.29354222],[0.00645284]
online video games,[101.61838915],[0.02500993]
online video games,[114.99522001],[0.00052768]
online video games,[1348.06473454],[0.00684689]
online video games,[108.21444606],[0.00145346]
online video games,[119.94254207],[0.00150534]
online video games,[120.64153942],[0.00085162]
online video games,[335.15384068],[0.02690082]
online video games,[691.31626581],[0.00538567]
online video games,[159.50045299],[0.00065754]
online video games,[441.45863008],[0.01894498]
online video games,[122.76753272],[0.00562837]
online video games,[164.42400429],[0.00167418]
online video games,[125.24670801],[0.00677779]
online video games,[105.62043108],[0.00218565]
online video games,[119.0584973],[0.00243582]
online video games,[118.38957693],[0.00575613]
online video games,[80.3693669],[0.01773205]
online video games,[187.89204841],[0.0127417]
online video games,[97.67628512],[0.02352913]
online video games,[102.86862662],[0.00260103]
online video games,[105.10831762],[0.00151976]
online video games,[190.5141455],[0.00542355]
online video games,[115.11557662],[0.01105976]
online video games,[139.48986707],[0.01617819]
online video games,[123.17943696],[0.00167421]
online video games,[103.28704314],[0.00453098]
online video games,[114.48135786],[0.01460772]
online video games,[89.85661053],[0.00745231]
online video games,[93.54577425],[0.00107388]
online video games,[119.44992514],[0.00703891]
online video games,[78.87113964],[0.00279278]
online video games,[105.05714772],[0.00479456]
online video games,[114.30187105],[0.01345908]
online video games,[242.73982174],[0.01394605]
online video games,[94.8403626],[0.01232975]
online video games,[56.70535512],[0.00118554]
online video games,[115.34212665],[0.01126344]
online video games,[114.70041795],[0.00279354]
online video games,[1158.06426344],[0.01887592]
online video games,[115.20422801],[0.01808796]
online video games,[118.07596559],[0.00019054]
online video games,[134.50468294],[0.00243313]
online video games,[113.90630676],[0.00044447]
online video games,[147.99671416],[0.00885298]
online video games,[163.46222364],[0.00834665]
online video games,[154.5776658],[0.01604711]
online video games,[45.45239274],[0.00393334]
online video games,[115.35827355],[0.00807534]
online video games,[114.45481765],[0.00200943]
online video games,[126.34408164],[0.00284543]
online video games,[112.64102698],[0.01531248]
online video games,[147.87364074],[0.01000237]
online video games,[118.1573577],[0.00558768]
online video games,[112.34567508],[0.00205133]
online video games,[53.01619107],[0.00365753]
online video games,[106.4521599],[0.00694794]
online video games,[54.65976752],[0.00270372]
online video games,[114.48112623],[0.00598353]
online video games,[115.00000011],[0.01244754]
online video games,[185.04937421],[0.00345147]
online video games,[152.03255986],[0.01260778]
online video games,[417.98190992],[0.00669242]
online video games,[111.32015993],[0.00029361]
online video games,[51.28851491],[0.00192193]
online video games,[104.83574405],[0.00427696]
online video games,[108.8640745],[0.00129128]
online video games,[149.94362376],[0.01183418]
online video games,[118.2590449],[0.01159566]
online video games,[99.28844658],[0.00415285]
online video games,[213.78265755],[0.02869135]
online video games,[435.97171736],[0.00946792]
online video games,[118.47860939],[0.01239222]
online video games,[96.26560818],[0.00834861]
online video games,[114.90960452],[0.01226174]
online video games,[101.33376511],[0.00451496]
online video games,[115.64616023],[0.00179533]
online video games,[115.11368774],[0.0006694]
online video games,[237.5612073],[0.00375117]
online video games,[97.88032666],[0.00212002]
online video games,[101.04923153],[0.00021305]
online video games,[136.29618998],[0.00457655]
